time_sec,time_min,run_id,phase,event_marker,event_zone,team_state,team_state_label,fist_leader_state,fso_state,jtac_state,foa_state,fom_state
306,5.1,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,4
307,5.1167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,1
308,5.1333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,0
309,5.15,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,4,1,1
310,5.1667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,4,0
311,5.1833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,0
312,5.2,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
313,5.2167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,3,1,1
314,5.2333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,3,0,1
315,5.25,synthetic_seed42_n900_event450,fire planning,,False,1,planning,4,1,1,2,1
316,5.2667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,0,1
317,5.2833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,0,1,1,1,1
318,5.3,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,0,0
319,5.3167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,0
320,5.3333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
321,5.35,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
322,5.3667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,0
323,5.3833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,1
324,5.4,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,2
325,5.4167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
326,5.4333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,1
327,5.45,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,0
328,5.4667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,1
329,5.4833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,0,1
330,5.5,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,4,0
331,5.5167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,1
332,5.5333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,0,0,1
333,5.55,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,1
334,5.5667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,3,1,1,1,1
335,5.5833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,1
336,5.6,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,1
337,5.6167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
338,5.6333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,0,1
339,5.65,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,3,1
340,5.6667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,0,1
341,5.6833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
342,5.7,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,4,3,1
343,5.7167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,0,1
344,5.7333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,4,1,0,1
345,5.75,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,0
346,5.7667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,1
347,5.7833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
348,5.8,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,0,1
349,5.8167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,0,0,1
350,5.8333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,0,1
351,5.85,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,0
352,5.8667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,2,1,4,0
353,5.8833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,0,1
354,5.9,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,0,1
355,5.9167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
356,5.9333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,0,1,1,1
357,5.95,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,0,1
358,5.9667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,0,1
359,5.9833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,1
360,6.0,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
361,6.0167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,3,1,0,1,1
362,6.0333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,1
363,6.05,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,2
364,6.0667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
365,6.0833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
366,6.1,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
367,6.1167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,2,1
368,6.1333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,3,1,1
369,6.15,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,1
370,6.1667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
371,6.1833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,1
372,6.2,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,3,1,0
373,6.2167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,0,0
374,6.2333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
375,6.25,synthetic_seed42_n900_event450,fire planning,,True,4,reorganizing,3,1,4,0,4
376,6.2667,synthetic_seed42_n900_event450,fire planning,,True,0,monitoring,3,0,2,1,0
377,6.2833,synthetic_seed42_n900_event450,fire planning,,True,2,coordinating,2,4,2,2,0
378,6.3,synthetic_seed42_n900_event450,fire planning,,True,1,planning,4,1,4,1,1
379,6.3167,synthetic_seed42_n900_event450,fire planning,,True,3,executing,2,3,3,1,1
380,6.3333,synthetic_seed42_n900_event450,fire planning,,True,2,coordinating,4,1,2,0,2
381,6.35,synthetic_seed42_n900_event450,fire planning,,True,1,planning,3,1,3,1,1
382,6.3667,synthetic_seed42_n900_event450,fire planning,,True,1,planning,2,1,3,1,4
383,6.3833,synthetic_seed42_n900_event450,fire planning,,True,3,executing,3,1,3,0,0
384,6.4,synthetic_seed42_n900_event450,fire planning,,True,1,planning,4,1,3,1,1
385,6.4167,synthetic_seed42_n900_event450,fire planning,,True,4,reorganizing,4,1,3,4,1
386,6.4333,synthetic_seed42_n900_event450,fire planning,,True,1,planning,2,4,3,1,1
387,6.45,synthetic_seed42_n900_event450,fire planning,,True,1,planning,2,1,3,1,1
388,6.4667,synthetic_seed42_n900_event450,fire planning,,True,1,planning,2,1,4,1,1
389,6.4833,synthetic_seed42_n900_event450,fire planning,,True,1,planning,3,1,4,1,0
390,6.5,synthetic_seed42_n900_event450,fire planning,,True,1,planning,3,1,4,1,0
391,6.5167,synthetic_seed42_n900_event450,fire planning,,True,4,reorganizing,4,3,2,1,0
392,6.5333,synthetic_seed42_n900_event450,fire planning,,True,1,planning,4,1,2,1,1
393,6.55,synthetic_seed42_n900_event450,fire planning,,True,3,executing,3,4,2,1,0
394,6.5667,synthetic_seed42_n900_event450,fire planning,,True,2,coordinating,2,1,4,1,2
395,6.5833,synthetic_seed42_n900_event450,fire planning,,True,3,executing,3,4,2,1,3
396,6.6,synthetic_seed42_n900_event450,fire planning,,True,3,executing,2,3,3,0,0
397,6.6167,synthetic_seed42_n900_event450,fire planning,,True,3,executing,4,3,3,4,1
398,6.6333,synthetic_seed42_n900_event450,fire planning,,True,2,coordinating,2,1,2,1,0
399,6.65,synthetic_seed42_n900_event450,fire planning,,True,4,reorganizing,4,1,4,2,2
400,6.6667,synthetic_seed42_n900_event450,fire planning,,True,2,coordinating,2,2,3,0,1
401,6.6833,synthetic_seed42_n900_event450,fire planning,,True,1,planning,2,1,3,0,1
402,6.7,synthetic_seed42_n900_event450,fire planning,,True,1,planning,4,1,2,1,1
403,6.7167,synthetic_seed42_n900_event450,fire planning,,True,2,coordinating,2,0,2,1,0
404,6.7333,synthetic_seed42_n900_event450,fire planning,,True,1,planning,4,1,4,1,1
405,6.75,synthetic_seed42_n900_event450,fire planning,,True,0,monitoring,3,1,4,0,0
406,6.7667,synthetic_seed42_n900_event450,fire planning,,True,1,planning,2,1,4,1,3
407,6.7833,synthetic_seed42_n900_event450,fire planning,,True,1,planning,2,4,3,1,1
408,6.8,synthetic_seed42_n900_event450,fire planning,,True,3,executing,3,1,2,3,3
409,6.8167,synthetic_seed42_n900_event450,fire planning,,True,1,planning,3,1,4,1,0
410,6.8333,synthetic_seed42_n900_event450,fire planning,,True,3,executing,3,3,2,0,2
411,6.85,synthetic_seed42_n900_event450,fire planning,,True,3,executing,3,4,2,3,1
412,6.8667,synthetic_seed42_n900_event450,fire planning,,True,1,planning,3,1,3,1,1
413,6.8833,synthetic_seed42_n900_event450,fire planning,,True,3,executing,3,4,3,3,4
414,6.9,synthetic_seed42_n900_event450,fire planning,,True,2,coordinating,3,2,2,2,1
415,6.9167,synthetic_seed42_n900_event450,fire planning,,True,3,executing,4,2,3,3,0
416,6.9333,synthetic_seed42_n900_event450,fire planning,,True,1,planning,3,1,4,1,1
417,6.95,synthetic_seed42_n900_event450,fire planning,,True,4,reorganizing,2,1,4,1,4
418,6.9667,synthetic_seed42_n900_event450,fire planning,,True,2,coordinating,3,2,2,1,3
419,6.9833,synthetic_seed42_n900_event450,fire planning,,True,3,executing,3,1,3,0,2
420,7.0,synthetic_seed42_n900_event450,fire planning,,True,3,executing,3,1,3,4,1
421,7.0167,synthetic_seed42_n900_event450,fire planning,,True,2,coordinating,2,2,2,0,1
422,7.0333,synthetic_seed42_n900_event450,fire planning,,True,2,coordinating,2,2,4,0,1
423,7.05,synthetic_seed42_n900_event450,execution,,True,3,executing,3,1,2,3,0
424,7.0667,synthetic_seed42_n900_event450,execution,,True,4,reorganizing,4,4,2,3,1
425,7.0833,synthetic_seed42_n900_event450,execution,,True,2,coordinating,2,2,2,1,0
426,7.1,synthetic_seed42_n900_event450,execution,,True,3,executing,2,3,3,2,1
427,7.1167,synthetic_seed42_n900_event450,execution,,True,2,coordinating,2,1,2,3,3
428,7.1333,synthetic_seed42_n900_event450,execution,,True,3,executing,2,3,3,3,3
429,7.15,synthetic_seed42_n900_event450,execution,,True,4,reorganizing,4,1,4,2,0
430,7.1667,synthetic_seed42_n900_event450,execution,,True,2,coordinating,4,2,2,0,3
431,7.1833,synthetic_seed42_n900_event450,execution,,True,3,executing,4,3,2,3,3
432,7.2,synthetic_seed42_n900_event450,execution,,True,3,executing,3,3,4,3,3
433,7.2167,synthetic_seed42_n900_event450,execution,,True,3,executing,2,3,3,4,0
434,7.2333,synthetic_seed42_n900_event450,execution,,True,2,coordinating,2,3,4,2,3
435,7.25,synthetic_seed42_n900_event450,execution,,True,3,executing,2,3,4,0,3
436,7.2667,synthetic_seed42_n900_event450,execution,,True,3,executing,2,3,4,3,3
437,7.2833,synthetic_seed42_n900_event450,execution,,True,3,executing,4,3,4,3,3
438,7.3,synthetic_seed42_n900_event450,execution,,True,4,reorganizing,4,4,2,3,1
439,7.3167,synthetic_seed42_n900_event450,execution,,True,4,reorganizing,4,1,4,3,4
440,7.3333,synthetic_seed42_n900_event450,execution,,True,3,executing,3,3,4,3,4
441,7.35,synthetic_seed42_n900_event450,execution,,True,4,reorganizing,4,1,4,3,3
442,7.3667,synthetic_seed42_n900_event450,execution,,True,3,executing,3,1,2,3,2
443,7.3833,synthetic_seed42_n900_event450,execution,,True,4,reorganizing,4,2,4,0,0
444,7.4,synthetic_seed42_n900_event450,execution,,True,3,executing,2,3,3,0,3
445,7.4167,synthetic_seed42_n900_event450,execution,,True,4,reorganizing,3,4,4,0,3
446,7.4333,synthetic_seed42_n900_event450,execution,,True,3,executing,3,3,2,3,3
447,7.45,synthetic_seed42_n900_event450,execution,,True,2,coordinating,3,2,2,3,0
448,7.4667,synthetic_seed42_n900_event450,execution,,True,0,monitoring,3,0,4,1,0
449,7.4833,synthetic_seed42_n900_event450,execution,,True,3,executing,3,3,2,3,3
450,7.5,synthetic_seed42_n900_event450,execution,synthetic_task_change,True,0,monitoring,2,3,4,0,0
451,7.5167,synthetic_seed42_n900_event450,execution,,True,3,executing,3,2,2,3,3
452,7.5333,synthetic_seed42_n900_event450,execution,,True,2,coordinating,2,3,2,0,0
453,7.55,synthetic_seed42_n900_event450,execution,,True,3,executing,4,3,4,3,3
454,7.5667,synthetic_seed42_n900_event450,execution,,True,4,reorganizing,4,3,4,3,0
455,7.5833,synthetic_seed42_n900_event450,execution,,True,3,executing,3,3,3,4,3
456,7.6,synthetic_seed42_n900_event450,execution,,True,2,coordinating,2,1,2,3,4
457,7.6167,synthetic_seed42_n900_event450,execution,,True,3,executing,3,3,2,4,3
458,7.6333,synthetic_seed42_n900_event450,execution,,True,3,executing,2,3,2,3,3
459,7.65,synthetic_seed42_n900_event450,execution,,True,4,reorganizing,4,1,4,3,2
460,7.6667,synthetic_seed42_n900_event450,execution,,True,2,coordinating,2,3,2,2,1
461,7.6833,synthetic_seed42_n900_event450,execution,,True,3,executing,4,2,3,3,3
462,7.7,synthetic_seed42_n900_event450,execution,,True,2,coordinating,2,1,2,0,3
463,7.7167,synthetic_seed42_n900_event450,execution,,True,3,executing,4,0,2,3,3
464,7.7333,synthetic_seed42_n900_event450,execution,,True,3,executing,2,4,3,3,3
465,7.75,synthetic_seed42_n900_event450,execution,,True,3,executing,4,1,3,1,3
466,7.7667,synthetic_seed42_n900_event450,execution,,True,2,coordinating,2,4,3,1,0
467,7.7833,synthetic_seed42_n900_event450,execution,,True,3,executing,3,3,4,3,3
468,7.8,synthetic_seed42_n900_event450,execution,,True,3,executing,2,3,2,3,3
469,7.8167,synthetic_seed42_n900_event450,execution,,True,3,executing,4,3,2,3,1
470,7.8333,synthetic_seed42_n900_event450,execution,,True,3,executing,4,3,2,1,3
471,7.85,synthetic_seed42_n900_event450,execution,,True,3,executing,3,0,2,3,3
472,7.8667,synthetic_seed42_n900_event450,execution,,True,2,coordinating,2,2,2,3,2
473,7.8833,synthetic_seed42_n900_event450,execution,,True,4,reorganizing,4,3,4,1,3
474,7.9,synthetic_seed42_n900_event450,execution,,True,3,executing,4,1,3,3,0
475,7.9167,synthetic_seed42_n900_event450,execution,,True,3,executing,3,1,2,3,0
476,7.9333,synthetic_seed42_n900_event450,execution,,True,3,executing,4,3,4,3,3
477,7.95,synthetic_seed42_n900_event450,execution,,True,3,executing,4,3,4,3,3
478,7.9667,synthetic_seed42_n900_event450,execution,,True,4,reorganizing,4,3,2,0,4
479,7.9833,synthetic_seed42_n900_event450,execution,,True,4,reorganizing,4,2,4,3,3
480,8.0,synthetic_seed42_n900_event450,execution,,True,2,coordinating,2,1,2,0,3
481,8.0167,synthetic_seed42_n900_event450,execution,,True,2,coordinating,2,2,4,1,0
482,8.0333,synthetic_seed42_n900_event450,execution,,True,2,coordinating,4,0,2,3,2
483,8.05,synthetic_seed42_n900_event450,execution,,True,3,executing,4,1,2,3,3
484,8.0667,synthetic_seed42_n900_event450,execution,,True,0,monitoring,4,3,2,0,0
485,8.0833,synthetic_seed42_n900_event450,execution,,True,3,executing,3,1,2,3,3
486,8.1,synthetic_seed42_n900_event450,execution,,True,3,executing,3,3,4,2,2
487,8.1167,synthetic_seed42_n900_event450,execution,,True,3,executing,3,3,4,3,1
488,8.1333,synthetic_seed42_n900_event450,execution,,True,4,reorganizing,4,2,3,3,4
489,8.15,synthetic_seed42_n900_event450,execution,,True,3,executing,3,3,3,0,3
490,8.1667,synthetic_seed42_n900_event450,execution,,True,4,reorganizing,4,2,3,0,4
491,8.1833,synthetic_seed42_n900_event450,execution,,True,0,monitoring,3,1,4,0,0
492,8.2,synthetic_seed42_n900_event450,execution,,True,3,executing,4,3,2,3,0
493,8.2167,synthetic_seed42_n900_event450,execution,,True,3,executing,4,3,3,4,3
494,8.2333,synthetic_seed42_n900_event450,execution,,True,4,reorganizing,4,3,4,3,1
495,8.25,synthetic_seed42_n900_event450,execution,,True,3,executing,4,3,3,0,0
496,8.2667,synthetic_seed42_n900_event450,execution,,True,2,coordinating,2,0,4,3,2
497,8.2833,synthetic_seed42_n900_event450,execution,,True,3,executing,3,3,2,2,1
498,8.3,synthetic_seed42_n900_event450,execution,,True,3,executing,4,1,3,3,3
499,8.3167,synthetic_seed42_n900_event450,execution,,True,2,coordinating,2,1,2,3,0
500,8.3333,synthetic_seed42_n900_event450,execution,,True,2,coordinating,4,1,2,3,2
501,8.35,synthetic_seed42_n900_event450,execution,,True,3,executing,4,3,3,3,3
502,8.3667,synthetic_seed42_n900_event450,execution,,True,2,coordinating,2,4,2,3,3
503,8.3833,synthetic_seed42_n900_event450,execution,,True,3,executing,2,3,4,0,3
504,8.4,synthetic_seed42_n900_event450,execution,,True,3,executing,4,3,3,3,3
505,8.4167,synthetic_seed42_n900_event450,execution,,True,4,reorganizing,4,1,2,3,4
506,8.4333,synthetic_seed42_n900_event450,execution,,True,3,executing,3,3,2,4,1
507,8.45,synthetic_seed42_n900_event450,execution,,True,3,executing,2,3,4,3,0
508,8.4667,synthetic_seed42_n900_event450,execution,,True,3,executing,3,3,3,1,2
509,8.4833,synthetic_seed42_n900_event450,execution,,True,3,executing,4,3,3,4,0
510,8.5,synthetic_seed42_n900_event450,execution,,True,4,reorganizing,4,3,4,1,3
511,8.5167,synthetic_seed42_n900_event450,execution,,True,3,executing,2,3,4,3,1
512,8.5333,synthetic_seed42_n900_event450,execution,,True,2,coordinating,2,0,4,2,0
513,8.55,synthetic_seed42_n900_event450,execution,,True,4,reorganizing,3,4,4,1,3
514,8.5667,synthetic_seed42_n900_event450,execution,,True,4,reorganizing,4,1,2,3,0
515,8.5833,synthetic_seed42_n900_event450,execution,,True,2,coordinating,3,2,2,4,4
516,8.6,synthetic_seed42_n900_event450,execution,,True,3,executing,3,3,3,3,0
517,8.6167,synthetic_seed42_n900_event450,execution,,True,3,executing,2,3,4,3,3
518,8.6333,synthetic_seed42_n900_event450,execution,,True,2,coordinating,2,0,2,3,3
519,8.65,synthetic_seed42_n900_event450,execution,,True,3,executing,2,4,3,0,3
520,8.6667,synthetic_seed42_n900_event450,execution,,True,3,executing,2,3,4,3,3
521,8.6833,synthetic_seed42_n900_event450,execution,,True,2,coordinating,2,0,3,0,2
522,8.7,synthetic_seed42_n900_event450,execution,,True,3,executing,3,3,2,3,3
523,8.7167,synthetic_seed42_n900_event450,execution,,True,3,executing,2,3,3,3,0
524,8.7333,synthetic_seed42_n900_event450,execution,,True,3,executing,3,4,3,0,3
525,8.75,synthetic_seed42_n900_event450,execution,,True,2,coordinating,2,2,2,3,3
526,8.7667,synthetic_seed42_n900_event450,execution,,False,3,executing,2,3,3,3,3
527,8.7833,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,0,4,3
528,8.8,synthetic_seed42_n900_event450,execution,,False,1,planning,1,1,3,0,3
529,8.8167,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,0,3
530,8.8333,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,3,0
531,8.85,synthetic_seed42_n900_event450,execution,,False,3,executing,1,3,2,3,0
532,8.8667,synthetic_seed42_n900_event450,execution,,False,0,monitoring,4,3,1,0,0
533,8.8833,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,3,3
534,8.9,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,3,3
535,8.9167,synthetic_seed42_n900_event450,execution,,False,3,executing,3,1,0,3,0
536,8.9333,synthetic_seed42_n900_event450,execution,,False,3,executing,3,2,1,0,3
537,8.95,synthetic_seed42_n900_event450,execution,,False,3,executing,2,3,3,3,3
538,8.9667,synthetic_seed42_n900_event450,execution,,False,3,executing,3,1,3,0,3
539,8.9833,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,3,3
540,9.0,synthetic_seed42_n900_event450,execution,,False,3,executing,3,4,3,0,0
541,9.0167,synthetic_seed42_n900_event450,execution,,False,3,executing,3,1,0,3,0
542,9.0333,synthetic_seed42_n900_event450,execution,,False,3,executing,3,1,3,3,3
543,9.05,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,2,3,4
544,9.0667,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,3,3
545,9.0833,synthetic_seed42_n900_event450,execution,,False,4,reorganizing,4,1,4,3,0
546,9.1,synthetic_seed42_n900_event450,execution,,False,4,reorganizing,4,3,4,0,0
547,9.1167,synthetic_seed42_n900_event450,execution,,False,3,executing,2,3,3,3,3
548,9.1333,synthetic_seed42_n900_event450,execution,,False,3,executing,3,0,4,4,3
549,9.15,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,0,3
550,9.1667,synthetic_seed42_n900_event450,execution,,False,3,executing,3,1,3,3,3
551,9.1833,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,0,3
552,9.2,synthetic_seed42_n900_event450,execution,,False,3,executing,2,3,2,3,3
553,9.2167,synthetic_seed42_n900_event450,execution,,False,3,executing,0,3,3,3,3
554,9.2333,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,0,3
555,9.25,synthetic_seed42_n900_event450,execution,,False,3,executing,3,1,3,0,3
556,9.2667,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,3,3
557,9.2833,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,0,0
558,9.3,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,0,0
559,9.3167,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,4,3,0
560,9.3333,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,3,4
561,9.35,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,3,4
562,9.3667,synthetic_seed42_n900_event450,execution,,False,3,executing,3,1,3,3,3
563,9.3833,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,0,0
564,9.4,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,0,1
565,9.4167,synthetic_seed42_n900_event450,execution,,False,3,executing,2,3,3,3,3
566,9.4333,synthetic_seed42_n900_event450,execution,,False,3,executing,2,3,3,3,3
567,9.45,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,3,0
568,9.4667,synthetic_seed42_n900_event450,execution,,False,3,executing,2,3,1,3,0
569,9.4833,synthetic_seed42_n900_event450,execution,,False,3,executing,3,0,3,1,3
570,9.5,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,3,0
571,9.5167,synthetic_seed42_n900_event450,execution,,False,3,executing,2,0,3,3,0
572,9.5333,synthetic_seed42_n900_event450,execution,,False,3,executing,3,2,1,3,3
573,9.55,synthetic_seed42_n900_event450,execution,,False,3,executing,3,0,4,3,3
574,9.5667,synthetic_seed42_n900_event450,execution,,False,3,executing,1,3,4,0,3
575,9.5833,synthetic_seed42_n900_event450,execution,,False,3,executing,3,1,3,3,3
576,9.6,synthetic_seed42_n900_event450,execution,,False,3,executing,1,3,3,3,3
577,9.6167,synthetic_seed42_n900_event450,execution,,False,3,executing,0,1,3,3,0
578,9.6333,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,3,4
579,9.65,synthetic_seed42_n900_event450,execution,,False,0,monitoring,0,3,4,3,0
580,9.6667,synthetic_seed42_n900_event450,execution,,False,0,monitoring,3,3,3,3,3
581,9.6833,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,3,4
582,9.7,synthetic_seed42_n900_event450,execution,,False,3,executing,0,2,3,3,3
583,9.7167,synthetic_seed42_n900_event450,execution,,False,3,executing,3,0,3,0,3
584,9.7333,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,3,3
585,9.75,synthetic_seed42_n900_event450,execution,,False,3,executing,4,3,1,3,3
586,9.7667,synthetic_seed42_n900_event450,execution,,False,3,executing,3,1,4,3,3
587,9.7833,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,3,3
588,9.8,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,3,3
589,9.8167,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,3,0
590,9.8333,synthetic_seed42_n900_event450,execution,,False,3,executing,3,1,3,3,4
591,9.85,synthetic_seed42_n900_event450,execution,,False,3,executing,0,3,3,3,4
592,9.8667,synthetic_seed42_n900_event450,execution,,False,3,executing,3,1,3,3,3
593,9.8833,synthetic_seed42_n900_event450,execution,,False,3,executing,2,3,3,3,0
594,9.9,synthetic_seed42_n900_event450,execution,,False,3,executing,0,3,3,3,2
595,9.9167,synthetic_seed42_n900_event450,execution,,False,3,executing,3,2,3,0,3
596,9.9333,synthetic_seed42_n900_event450,execution,,False,0,monitoring,2,1,3,0,0
597,9.95,synthetic_seed42_n900_event450,execution,,False,3,executing,3,2,3,3,3
598,9.9667,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,3,3
599,9.9833,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,0,3
600,10.0,synthetic_seed42_n900_event450,execution,,False,2,coordinating,2,4,3,3,2
601,10.0167,synthetic_seed42_n900_event450,execution,,False,3,executing,3,1,0,3,3
602,10.0333,synthetic_seed42_n900_event450,execution,,False,1,planning,3,1,1,2,3
603,10.05,synthetic_seed42_n900_event450,execution,,False,1,planning,2,3,3,3,3
604,10.0667,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,0,3,3
605,10.0833,synthetic_seed42_n900_event450,execution,,False,3,executing,3,1,3,3,3
606,10.1,synthetic_seed42_n900_event450,execution,,False,3,executing,2,1,3,0,3
607,10.1167,synthetic_seed42_n900_event450,execution,,False,3,executing,3,2,3,3,0
608,10.1333,synthetic_seed42_n900_event450,execution,,False,3,executing,0,3,3,4,3
609,10.15,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,2,3,3
610,10.1667,synthetic_seed42_n900_event450,execution,,False,3,executing,3,4,3,4,3
611,10.1833,synthetic_seed42_n900_event450,execution,,False,0,monitoring,3,1,0,0,0
612,10.2,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,0,3
613,10.2167,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,3,0
614,10.2333,synthetic_seed42_n900_event450,execution,,False,3,executing,3,1,3,2,0
615,10.25,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,0,0
616,10.2667,synthetic_seed42_n900_event450,execution,,False,3,executing,0,3,3,0,3
617,10.2833,synthetic_seed42_n900_event450,execution,,False,3,executing,2,3,3,3,3
618,10.3,synthetic_seed42_n900_event450,execution,,False,3,executing,3,1,3,3,3
619,10.3167,synthetic_seed42_n900_event450,execution,,False,3,executing,3,1,1,3,3
620,10.3333,synthetic_seed42_n900_event450,execution,,False,3,executing,3,3,3,3,3
621,10.35,synthetic_seed42_n900_event450,execution,,False,4,reorganizing,2,3,4,3,4
