time_sec,time_min,run_id,phase,event_marker,event_zone,scenario_demand,team_state,team_state_label,fist_leader_state,fso_state,jtac_state,foa_state,fom_state,fist_leader_heart_rate,fist_leader_respiration_rate,fist_leader_eeg_alpha_power,fist_leader_gaze_task_focus,fist_leader_communication_activity,fso_heart_rate,fso_respiration_rate,fso_eeg_alpha_power,fso_gaze_task_focus,fso_communication_activity,jtac_heart_rate,jtac_respiration_rate,jtac_eeg_alpha_power,jtac_gaze_task_focus,jtac_communication_activity,foa_heart_rate,foa_respiration_rate,foa_eeg_alpha_power,foa_gaze_task_focus,foa_communication_activity,fom_heart_rate,fom_respiration_rate,fom_eeg_alpha_power,fom_gaze_task_focus,fom_communication_activity
234,3.9,synthetic_run_001,fire planning,,False,0.3502,1,planning,2,1,1,1,1,84.0704,17.2059,0.4333,0.818,0.2031,79.5793,16.0725,0.4781,0.6372,0.146,90.7481,17.7824,0.3586,0.7892,0.1573,79.5204,14.5953,0.5218,0.6836,0.0977,79.5572,13.4834,0.608,0.6397,0.1629
235,3.9167,synthetic_run_001,fire planning,,False,0.3502,1,planning,1,1,3,1,0,84.2587,17.266,0.4398,0.7423,0.1693,86.4424,17.9212,0.5446,0.7445,0.1638,86.3244,18.8294,0.432,0.7561,0.1668,81.5813,14.3482,0.5275,0.5774,0.0667,80.3462,14.4167,0.5185,0.4648,0.0188
236,3.9333,synthetic_run_001,fire planning,,False,0.3502,1,planning,1,1,1,1,4,83.6899,16.5921,0.4781,0.6972,0.2199,80.3447,16.3655,0.4533,0.6951,0.1444,89.1323,18.2667,0.3448,0.7298,0.2294,79.2907,16.7962,0.49,0.6152,0.1546,81.947,15.7897,0.5614,0.5824,0.107
237,3.95,synthetic_run_001,fire planning,,False,0.3502,1,planning,1,1,3,1,1,84.6536,16.2935,0.4649,0.6594,0.2465,80.6385,16.6365,0.4938,0.7127,0.1735,89.5496,18.2586,0.4166,0.7116,0.1823,81.5626,15.4884,0.5533,0.6534,0.1524,81.1268,15.3876,0.5561,0.6108,0.1343
238,3.9667,synthetic_run_001,fire planning,,False,0.3503,1,planning,1,0,1,0,1,85.9745,16.2695,0.4414,0.7466,0.2506,79.0623,16.9126,0.4919,0.6088,0.2348,91.062,18.145,0.4563,0.8017,0.1616,78.3817,14.8073,0.5426,0.6113,0.1545,76.0472,15.7397,0.5188,0.6168,0.0609
239,3.9833,synthetic_run_001,fire planning,,False,0.3503,0,monitoring,0,1,3,0,0,83.7685,15.8965,0.4555,0.7617,0.2283,84.808,16.2952,0.4303,0.6802,0.2702,89.2449,17.7038,0.3993,0.8264,0.2323,78.7326,15.0957,0.4614,0.6446,0.2407,77.5942,15.2356,0.5794,0.7285,0.2024
240,4.0,synthetic_run_001,fire planning,,False,0.3503,0,monitoring,1,1,2,1,1,85.9645,16.2284,0.3968,0.6604,0.2105,81.421,15.8764,0.4464,0.6458,0.152,85.3167,15.9425,0.4001,0.7598,0.2642,79.487,15.2779,0.5718,0.6086,0.1354,79.7266,15.9482,0.5631,0.6254,0.1377
241,4.0167,synthetic_run_001,fire planning,,False,0.3503,1,planning,2,1,1,1,4,89.9663,17.7998,0.4506,0.7754,0.1806,84.7751,15.5146,0.4705,0.7989,0.1728,90.0449,17.2869,0.4405,0.8395,0.1763,79.2183,15.2365,0.5528,0.6942,0.1155,75.8446,14.7149,0.5193,0.6059,0.0957
242,4.0333,synthetic_run_001,fire planning,,False,0.3504,1,planning,1,1,1,0,1,81.1747,16.0221,0.3823,0.7532,0.1179,85.1851,14.6866,0.4979,0.6087,0.1084,90.8228,16.9592,0.4321,0.6234,0.1904,79.0573,15.5182,0.5188,0.6294,0.165,79.3874,16.0922,0.518,0.6045,0.1861
243,4.05,synthetic_run_001,fire planning,,False,0.3504,1,planning,1,1,1,1,0,84.744,16.0713,0.524,0.6978,0.183,80.7812,16.0251,0.3639,0.6715,0.1689,89.0908,18.1844,0.3689,0.8041,0.1994,82.5848,15.7762,0.5698,0.5831,0.1904,78.9805,15.9606,0.5537,0.5637,0.172
244,4.0667,synthetic_run_001,fire planning,,False,0.3504,1,planning,1,1,1,1,0,86.6025,16.5666,0.4429,0.7614,0.1852,84.7375,16.1556,0.4442,0.5963,0.175,90.9022,18.0791,0.3946,0.7757,0.2374,73.7713,15.4391,0.5356,0.6034,0.1398,75.6489,16.6379,0.5844,0.6009,0.1181
245,4.0833,synthetic_run_001,fire planning,,False,0.3504,1,planning,2,1,3,1,1,82.5271,17.0086,0.4453,0.7658,0.2939,82.0157,15.0835,0.4678,0.6457,0.1976,89.39,17.2691,0.4209,0.7965,0.2864,76.5035,14.5209,0.475,0.6286,0.1982,78.0291,15.8899,0.5207,0.576,0.0608
246,4.1,synthetic_run_001,fire planning,,False,0.3505,1,planning,2,1,3,1,1,83.877,17.8207,0.4195,0.8092,0.2942,86.5415,16.4416,0.4761,0.7254,0.2032,90.4453,16.6791,0.4158,0.7567,0.2421,77.5945,16.2641,0.5696,0.5946,0.1657,75.1461,14.3905,0.5101,0.4797,0.1984
247,4.1167,synthetic_run_001,fire planning,,False,0.3505,1,planning,3,1,3,1,1,81.7324,16.926,0.5014,0.6861,0.2512,84.1773,15.8551,0.4633,0.7531,0.1703,92.8396,17.8468,0.4077,0.7659,0.2028,81.616,15.4694,0.4651,0.5273,0.0517,79.1651,15.5411,0.5352,0.6343,0.136
248,4.1333,synthetic_run_001,fire planning,,False,0.3505,1,planning,1,1,3,1,1,89.1139,18.1812,0.3997,0.7071,0.1297,82.2766,16.2649,0.5358,0.7407,0.2259,91.433,18.2808,0.3858,0.737,0.2847,78.9259,15.9128,0.5345,0.5967,0.2322,82.3748,15.0728,0.5344,0.5328,0.1194
249,4.15,synthetic_run_001,fire planning,,False,0.3506,1,planning,1,1,3,1,3,84.8961,16.7518,0.4741,0.6599,0.2183,83.0125,14.7929,0.4833,0.5982,0.2396,90.039,17.2972,0.3398,0.7896,0.1285,81.2706,16.6685,0.556,0.6188,0.0167,81.9809,16.5152,0.5386,0.5367,0.1018
250,4.1667,synthetic_run_001,fire planning,,False,0.3506,1,planning,1,1,1,1,1,87.5797,16.4874,0.4061,0.8197,0.2311,86.0103,16.1127,0.5363,0.7217,0.142,92.7236,16.0308,0.4267,0.7508,0.1764,78.4798,14.9935,0.4999,0.6238,0.0873,82.4541,15.3042,0.5182,0.7136,0.0991
251,4.1833,synthetic_run_001,fire planning,,False,0.3506,1,planning,1,1,1,1,0,87.0713,17.2991,0.4919,0.7815,0.2731,86.1484,14.9111,0.4375,0.702,0.2493,85.1157,17.1328,0.3418,0.8049,0.1507,81.8425,15.5053,0.5374,0.6603,0.1273,79.8553,16.1477,0.5559,0.5379,0.1626
252,4.2,synthetic_run_001,fire planning,,False,0.3507,1,planning,2,1,1,1,0,83.9883,17.5437,0.3903,0.6644,0.2076,77.8971,17.2137,0.5347,0.5976,0.042,93.0077,16.836,0.4688,0.6244,0.2097,82.3632,16.396,0.4702,0.6798,0.1635,77.1749,16.263,0.5386,0.5309,0.1176
253,4.2167,synthetic_run_001,fire planning,,False,0.3507,1,planning,1,3,1,0,1,89.6556,17.6362,0.4357,0.7104,0.226,82.4573,15.1642,0.47,0.5979,0.1122,89.9637,15.9237,0.3865,0.7857,0.2378,80.3138,16.6598,0.502,0.4935,0.0882,72.5305,15.0741,0.5873,0.6085,0.1729
254,4.2333,synthetic_run_001,fire planning,,False,0.3508,1,planning,1,1,3,3,1,85.7305,16.9156,0.4083,0.7341,0.1508,82.5725,15.625,0.3987,0.567,0.2458,91.1896,18.8148,0.3854,0.7338,0.2316,80.654,15.8772,0.577,0.6544,0.1956,76.9173,15.7494,0.5615,0.6111,0.2484
255,4.25,synthetic_run_001,fire planning,,False,0.3508,1,planning,1,1,3,1,0,89.3878,15.6836,0.4954,0.6686,0.1799,78.9705,15.7232,0.4908,0.6569,0.2108,88.131,16.592,0.381,0.7017,0.2514,83.8753,15.0448,0.5132,0.6664,0.1827,80.8204,14.9011,0.577,0.6624,0.2037
256,4.2667,synthetic_run_001,fire planning,,False,0.3509,3,executing,2,3,3,1,1,79.6759,17.227,0.477,0.6895,0.2026,80.6015,15.8353,0.4485,0.6238,0.1545,88.8817,17.9047,0.3722,0.7227,0.1429,79.9131,16.4943,0.4549,0.5951,0.0697,77.5258,15.3954,0.5883,0.6355,0.0901
257,4.2833,synthetic_run_001,fire planning,,False,0.351,1,planning,1,1,1,0,1,86.6433,15.7399,0.4535,0.721,0.2353,80.8425,16.8803,0.4568,0.5888,0.0083,90.3846,15.9566,0.3848,0.7863,0.1766,79.4374,16.1097,0.5583,0.6336,0.0974,76.2628,15.2912,0.5239,0.6019,0.0776
258,4.3,synthetic_run_001,fire planning,,False,0.351,1,planning,1,1,1,1,1,81.5674,17.129,0.4853,0.7638,0.1872,82.0553,16.2105,0.4811,0.6031,0.1892,89.7543,18.8773,0.3855,0.835,0.1914,78.8654,16.9626,0.5338,0.5754,0.1194,76.1825,15.3225,0.5445,0.5776,0.246
259,4.3167,synthetic_run_001,fire planning,,False,0.3511,1,planning,1,1,1,1,2,84.7074,17.6401,0.389,0.7009,0.2605,79.5532,16.5881,0.4656,0.652,0.2119,86.6484,17.5421,0.3422,0.7403,0.1585,77.1828,15.8395,0.4838,0.6095,0.2283,76.4373,16.3511,0.4157,0.5775,0.1418
260,4.3333,synthetic_run_001,fire planning,,False,0.3512,1,planning,1,1,1,1,0,82.405,18.5092,0.3976,0.8054,0.2156,81.4378,16.3011,0.4552,0.6541,0.1296,86.9816,17.1983,0.4225,0.7653,0.3268,79.5257,16.2869,0.5425,0.6182,0.1467,74.378,16.0558,0.5441,0.5789,0.1165
261,4.35,synthetic_run_001,fire planning,,False,0.3512,1,planning,1,0,1,1,1,88.196,16.3824,0.4694,0.7685,0.1618,81.3731,16.7808,0.4385,0.6248,0.1967,86.4073,19.4164,0.3535,0.6363,0.2252,79.3501,15.478,0.4879,0.6541,0.1222,76.3901,14.0845,0.5314,0.5319,0.0606
262,4.3667,synthetic_run_001,fire planning,,False,0.3513,1,planning,1,1,3,1,2,85.8644,16.7999,0.4112,0.774,0.208,77.8109,14.8267,0.4482,0.6891,0.1679,91.0173,17.5399,0.3594,0.7812,0.2248,79.2281,15.512,0.5029,0.5498,0.1418,77.9835,16.0222,0.5364,0.5722,0.1155
263,4.3833,synthetic_run_001,fire planning,,False,0.3514,1,planning,1,1,1,1,1,81.3911,15.703,0.4294,0.8583,0.292,77.4169,16.2607,0.4681,0.6191,0.1759,85.2548,17.5953,0.3766,0.7335,0.2433,79.0468,15.1068,0.5009,0.6188,0.0997,77.1691,16.7072,0.5519,0.5851,0.1354
264,4.4,synthetic_run_001,fire planning,,False,0.3515,1,planning,1,4,1,0,1,82.7718,17.1455,0.4297,0.7068,0.1797,80.057,14.4807,0.4089,0.7097,0.2509,91.1463,17.384,0.3982,0.769,0.272,79.1315,17.2206,0.5336,0.6803,0.1651,80.489,16.0105,0.5466,0.5665,0.1474
265,4.4167,synthetic_run_001,fire planning,,False,0.3516,1,planning,1,4,1,1,4,82.1298,17.6028,0.4171,0.736,0.3366,79.9232,16.122,0.4352,0.7172,0.1574,85.5407,17.3528,0.3524,0.8492,0.1516,78.2257,14.4213,0.5887,0.568,0.1283,80.8497,16.0042,0.531,0.5545,0.1278
266,4.4333,synthetic_run_001,fire planning,,False,0.3517,1,planning,2,1,1,1,1,82.9464,18.4508,0.4133,0.7236,0.1661,79.3816,15.8049,0.4531,0.7099,0.129,91.701,17.7082,0.4038,0.6722,0.171,80.6839,14.9471,0.4976,0.5786,0.0938,83.0953,16.4366,0.5832,0.6484,0.107
267,4.45,synthetic_run_001,fire planning,,False,0.3518,1,planning,4,4,1,1,1,86.4072,17.0466,0.4293,0.8286,0.1525,81.1082,15.0118,0.4385,0.5651,0.2168,92.013,16.9991,0.3979,0.6799,0.2087,78.9353,15.1474,0.5158,0.6359,0.1172,76.4093,15.7329,0.4964,0.6519,0.1274
268,4.4667,synthetic_run_001,fire planning,,False,0.3519,1,planning,2,1,1,1,1,87.0443,16.6382,0.5046,0.7884,0.1711,78.8321,17.5978,0.487,0.7242,0.1539,91.9532,17.7865,0.3703,0.8555,0.2135,80.9145,15.718,0.5208,0.604,0.1094,79.9249,15.2523,0.5705,0.6034,0.1029
269,4.4833,synthetic_run_001,fire planning,,False,0.352,1,planning,2,1,1,0,1,82.1272,16.0154,0.3691,0.7137,0.3046,86.6951,16.4609,0.4605,0.6305,0.1682,91.6876,18.3585,0.3497,0.7091,0.205,85.4644,15.2651,0.5102,0.6635,0.104,72.7524,15.5362,0.5309,0.6844,0.1284
270,4.5,synthetic_run_001,fire planning,,False,0.3521,1,planning,1,4,1,1,3,82.8572,17.3465,0.4386,0.7835,0.1098,80.4751,16.9028,0.4883,0.7027,0.2612,87.224,16.6734,0.4336,0.6679,0.2568,79.3905,15.6829,0.5351,0.5884,0.1029,77.8652,15.4678,0.5781,0.5816,0.1046
271,4.5167,synthetic_run_001,fire planning,,False,0.3523,1,planning,2,1,3,1,0,87.3622,16.9251,0.4732,0.7681,0.2798,81.1492,15.0769,0.5105,0.715,0.2467,91.1262,17.8176,0.3438,0.7767,0.2006,80.5604,15.5607,0.55,0.4648,0.1477,82.6367,16.0241,0.6037,0.6183,0.1283
272,4.5333,synthetic_run_001,fire planning,,False,0.3524,1,planning,2,1,1,1,3,84.3904,15.9494,0.4583,0.7249,0.2062,80.2772,16.5431,0.5146,0.6004,0.1038,90.7284,18.8326,0.4639,0.8025,0.2636,78.5024,16.3179,0.5055,0.7026,0.1362,77.6144,15.0974,0.5318,0.5617,0.1759
273,4.55,synthetic_run_001,fire planning,,False,0.3525,1,planning,2,1,1,1,1,81.7865,16.8363,0.5412,0.8002,0.1965,78.5149,17.2353,0.4814,0.6628,0.1694,85.77,17.798,0.3357,0.7401,0.2875,80.8901,17.5679,0.4967,0.6521,0.1163,82.3068,15.015,0.5865,0.6438,0.1266
274,4.5667,synthetic_run_001,fire planning,,False,0.3527,1,planning,1,1,4,0,0,85.0718,16.2789,0.4355,0.6272,0.2503,82.9526,16.8117,0.4251,0.6627,0.1912,92.4839,16.8828,0.313,0.8028,0.2174,82.2341,14.6296,0.6065,0.5779,0.1426,78.2326,14.2486,0.6436,0.5785,0.1035
275,4.5833,synthetic_run_001,fire planning,,False,0.3528,1,planning,4,4,1,1,1,82.8859,17.012,0.3589,0.7783,0.1425,81.5215,16.4968,0.4556,0.7554,0.2204,93.2671,16.8984,0.468,0.8796,0.2539,79.0995,16.5226,0.5496,0.555,0.1235,74.3852,16.3452,0.5786,0.5798,0.1543
276,4.6,synthetic_run_001,fire planning,,False,0.353,1,planning,1,1,1,1,1,86.8997,15.5285,0.3832,0.7209,0.1977,85.6787,16.27,0.4953,0.6801,0.2184,91.1494,16.0818,0.3447,0.7537,0.2184,80.8103,14.645,0.5168,0.5478,0.1576,79.2965,14.2663,0.5238,0.6619,0.1396
277,4.6167,synthetic_run_001,fire planning,,False,0.3532,1,planning,1,1,4,1,3,82.2289,15.4863,0.4513,0.7619,0.2303,80.9305,15.2837,0.4718,0.589,0.126,96.2744,16.4655,0.3803,0.6688,0.2249,81.3907,15.2824,0.5105,0.6024,0.0682,78.9344,15.9853,0.514,0.5931,0.0422
278,4.6333,synthetic_run_001,fire planning,,False,0.3534,1,planning,1,1,2,0,1,88.43,16.6925,0.4113,0.7273,0.2257,82.7736,16.5409,0.475,0.569,0.1911,90.0054,17.6638,0.3335,0.7591,0.27,75.184,16.6645,0.539,0.5561,0.0989,77.4603,16.1033,0.4744,0.5457,0.0251
279,4.65,synthetic_run_001,fire planning,,False,0.3536,1,planning,1,1,0,1,1,86.0519,16.3329,0.4394,0.7567,0.1301,79.2353,15.5444,0.4876,0.6853,0.137,93.851,17.4426,0.4132,0.8499,0.2008,81.9034,15.9325,0.5137,0.5414,0.1354,77.9974,15.1336,0.5127,0.6232,0.1505
280,4.6667,synthetic_run_001,fire planning,,False,0.3538,1,planning,1,1,3,1,1,86.1152,16.4397,0.5115,0.8414,0.3078,83.454,16.7511,0.4747,0.7451,0.1683,91.1964,17.4321,0.4084,0.7724,0.2374,79.1003,14.4802,0.537,0.5798,0.0721,78.3256,13.7383,0.5237,0.6785,0.1057
281,4.6833,synthetic_run_001,fire planning,,False,0.354,1,planning,4,3,1,1,1,87.2902,17.6626,0.3276,0.8283,0.2561,77.9005,16.247,0.4625,0.7075,0.2221,90.6901,17.3402,0.3952,0.8205,0.2913,74.8325,15.5267,0.4906,0.6205,0.1048,76.2537,14.4207,0.5799,0.5501,0.1283
282,4.7,synthetic_run_001,fire planning,,False,0.3542,1,planning,1,1,1,1,1,86.2087,17.4253,0.4951,0.7538,0.1165,80.1628,17.4422,0.4849,0.6735,0.2246,91.5205,16.3683,0.3971,0.8081,0.2316,75.8244,16.2619,0.5474,0.6167,0.1584,76.9873,15.5979,0.5687,0.5384,0.1184
283,4.7167,synthetic_run_001,fire planning,,False,0.3545,1,planning,1,1,1,4,1,84.3439,17.8459,0.4282,0.7108,0.1288,82.2501,16.6266,0.5063,0.7936,0.131,87.9968,16.7676,0.4103,0.8335,0.3053,78.7608,14.341,0.5314,0.514,0.1166,78.1247,14.5024,0.5367,0.6686,0.1294
284,4.7333,synthetic_run_001,fire planning,,False,0.3547,1,planning,2,1,4,1,1,86.4105,17.1229,0.4115,0.5917,0.2454,79.8839,15.3577,0.4924,0.8098,0.2058,90.3368,16.1471,0.3452,0.6037,0.3309,79.8446,14.4067,0.5094,0.7359,0.1449,81.584,15.3919,0.4755,0.5529,0.0645
285,4.75,synthetic_run_001,fire planning,,False,0.355,1,planning,1,1,1,1,1,87.2595,16.912,0.4842,0.707,0.3607,79.2921,15.9802,0.4268,0.6861,0.0731,88.7111,18.0326,0.4876,0.6937,0.2209,77.977,16.3082,0.4999,0.7634,0.1592,80.8128,15.1556,0.5089,0.6564,0.0465
286,4.7667,synthetic_run_001,fire planning,,False,0.3553,1,planning,1,1,1,0,1,88.2655,17.9545,0.4655,0.7234,0.2482,82.5134,15.3455,0.4847,0.6756,0.1808,89.9818,17.1964,0.4107,0.7226,0.2186,80.5433,15.0857,0.5602,0.674,0.1768,81.3505,15.6765,0.533,0.6621,0.0832
287,4.7833,synthetic_run_001,fire planning,,False,0.3556,1,planning,1,0,0,1,1,87.3764,16.0808,0.4304,0.7156,0.2104,81.4245,15.7935,0.4674,0.7333,0.0632,88.5241,17.8862,0.3635,0.7285,0.2233,76.952,15.2612,0.548,0.5564,0.1345,84.4864,15.121,0.5527,0.5625,0.1548
288,4.8,synthetic_run_001,fire planning,,False,0.3559,1,planning,1,1,1,0,1,83.5892,15.9368,0.4832,0.6952,0.0878,81.0168,17.4651,0.482,0.6587,0.1071,90.357,17.7968,0.3901,0.7597,0.1366,83.9008,15.6583,0.4914,0.6254,0.1221,75.7869,14.1437,0.5461,0.6915,0.1324
289,4.8167,synthetic_run_001,fire planning,,False,0.3562,1,planning,1,1,1,1,1,83.7701,17.0098,0.4891,0.7603,0.2459,81.3008,16.1125,0.5278,0.5277,0.17,91.0399,16.974,0.3944,0.8694,0.279,79.1997,17.2531,0.545,0.5835,0.0685,75.4184,15.7964,0.5275,0.6403,0.1506
290,4.8333,synthetic_run_001,fire planning,,False,0.3565,1,planning,1,1,3,1,0,84.6131,16.429,0.4864,0.7117,0.2771,75.1392,16.9905,0.4749,0.6166,0.1391,90.1572,18.6777,0.4091,0.74,0.209,81.7583,15.4456,0.523,0.6636,0.1193,78.0351,15.9846,0.5884,0.5272,0.0987
291,4.85,synthetic_run_001,fire planning,,False,0.3569,1,planning,1,1,1,1,1,84.6235,15.7266,0.4637,0.7189,0.1758,79.3582,15.4829,0.5306,0.6731,0.202,88.8027,18.2214,0.4475,0.8236,0.1693,77.9079,15.5207,0.5459,0.661,0.1258,77.3084,14.8898,0.5512,0.6036,0.0598
292,4.8667,synthetic_run_001,fire planning,,False,0.3573,1,planning,1,1,1,1,1,82.4861,16.713,0.4223,0.6701,0.1842,79.8309,14.6947,0.4265,0.6364,0.1369,89.3709,18.3798,0.4636,0.6449,0.1885,76.8891,17.0034,0.5183,0.6212,0.2182,76.9209,14.3612,0.5154,0.7398,0.1602
293,4.8833,synthetic_run_001,fire planning,,False,0.3577,1,planning,1,1,1,1,1,82.5896,15.6054,0.4272,0.8459,0.3035,77.9677,16.2215,0.4924,0.716,0.2141,88.0351,17.9887,0.389,0.7862,0.2475,76.1216,14.8071,0.5073,0.542,0.1183,78.8901,16.2826,0.5473,0.5765,0.1353
294,4.9,synthetic_run_001,fire planning,,False,0.3581,1,planning,2,1,1,1,1,81.9561,15.4864,0.4278,0.5844,0.3144,79.1394,16.9831,0.4477,0.6076,0.1303,92.2045,18.3966,0.4067,0.8199,0.1951,77.8068,15.155,0.4831,0.601,0.1696,75.7476,14.8275,0.5635,0.5963,0.0924
295,4.9167,synthetic_run_001,fire planning,,False,0.3585,1,planning,1,1,1,0,1,83.7892,17.0785,0.4385,0.7142,0.1831,83.8634,17.2313,0.5027,0.6383,0.2207,90.2671,18.1204,0.4168,0.7527,0.2157,80.7314,16.5857,0.535,0.6009,0.1223,77.3943,16.2362,0.5463,0.6269,0.1228
296,4.9333,synthetic_run_001,fire planning,,False,0.3589,1,planning,1,1,1,1,1,85.84,17.7641,0.4951,0.7041,0.2299,81.1812,16.6339,0.4691,0.6492,0.16,90.6929,17.3613,0.3842,0.742,0.2621,81.9933,16.679,0.5452,0.5959,0.1634,75.1365,13.8457,0.5391,0.6266,0.0696
297,4.95,synthetic_run_001,fire planning,,False,0.3594,1,planning,1,1,1,1,1,86.4091,16.0126,0.4626,0.769,0.1814,79.3921,17.0624,0.4723,0.7722,0.0625,92.1289,18.7092,0.3754,0.7492,0.2086,76.744,15.5769,0.5346,0.6158,0.0887,76.3033,14.4304,0.5032,0.6415,0.1425
298,4.9667,synthetic_run_001,fire planning,,False,0.3599,1,planning,1,1,3,1,0,87.6203,16.4248,0.453,0.6358,0.1803,83.3907,14.3027,0.4669,0.6585,0.2559,92.164,17.0863,0.3784,0.7673,0.1547,80.7486,15.5421,0.5205,0.6636,0.1774,81.4948,16.0093,0.5145,0.5476,0.1125
299,4.9833,synthetic_run_001,fire planning,,False,0.3604,1,planning,1,1,1,1,0,88.4363,17.3306,0.4228,0.6812,0.2238,82.9276,17.043,0.4468,0.6821,0.1507,91.7447,18.6882,0.4214,0.7522,0.2162,78.8957,16.0742,0.5402,0.5541,0.0927,77.3266,15.3684,0.582,0.6649,0.0555
300,5.0,synthetic_run_001,fire planning,,False,0.3609,1,planning,1,1,1,1,1,82.9874,17.7147,0.4631,0.6414,0.1973,79.9768,15.3647,0.5484,0.7197,0.2392,87.7429,17.7016,0.4165,0.8418,0.2448,75.9211,13.8147,0.5455,0.6064,0.1258,79.785,17.0139,0.554,0.627,0.1409
301,5.0167,synthetic_run_001,fire planning,,False,0.3615,1,planning,1,1,1,1,1,84.3249,16.8919,0.4187,0.7018,0.3009,80.5816,15.152,0.511,0.6539,0.0706,91.7336,17.5149,0.3933,0.8781,0.2292,81.1325,14.5091,0.5002,0.5564,0.1087,80.1949,16.6874,0.5354,0.6685,0.1555
302,5.0333,synthetic_run_001,fire planning,,False,0.362,1,planning,1,1,1,1,0,84.2185,16.1084,0.4107,0.7886,0.2654,80.136,16.6141,0.484,0.6798,0.1428,90.9107,17.703,0.4246,0.7865,0.1826,82.1618,16.0087,0.4825,0.5803,0.1172,76.1483,14.572,0.4703,0.4218,0.1224
303,5.05,synthetic_run_001,fire planning,,False,0.3626,1,planning,1,1,2,1,1,85.9563,15.7064,0.4003,0.6572,0.1977,83.0856,15.9086,0.4875,0.6034,0.1018,88.8831,16.0812,0.3965,0.6801,0.328,82.0222,14.9141,0.5189,0.6622,0.1448,79.8454,15.0891,0.5485,0.6642,0.1625
304,5.0667,synthetic_run_001,fire planning,,False,0.3633,1,planning,1,1,1,1,0,88.9229,16.8532,0.4519,0.785,0.1845,81.1795,15.2144,0.5037,0.7549,0.0876,88.7521,19.0529,0.3947,0.7645,0.2672,79.774,17.1703,0.4729,0.6062,0.0926,78.6914,15.036,0.5255,0.5753,0.1054
305,5.0833,synthetic_run_001,fire planning,,False,0.3639,1,planning,1,1,1,1,1,83.9721,17.007,0.4545,0.6957,0.2019,79.3203,15.4514,0.449,0.7325,0.1492,89.6163,18.1479,0.4243,0.7238,0.2821,78.3469,15.3006,0.478,0.5737,0.1178,77.5218,16.1149,0.5509,0.5667,0.1062
306,5.1,synthetic_run_001,fire planning,,False,0.3646,1,planning,2,1,1,1,4,84.0626,15.9827,0.3867,0.7436,0.2353,86.9198,16.1264,0.4769,0.5912,0.204,90.1844,16.6742,0.4183,0.7715,0.2361,84.1568,14.7972,0.5413,0.4565,0.1726,77.4912,14.4351,0.506,0.6555,0.0523
307,5.1167,synthetic_run_001,fire planning,,False,0.3653,1,planning,1,1,3,1,1,86.6031,15.9464,0.4295,0.8226,0.2449,81.136,15.7578,0.4261,0.6286,0.2387,90.2024,19.4587,0.3913,0.8249,0.1993,77.9501,15.5252,0.547,0.5812,0.1392,81.0631,15.5465,0.5302,0.4887,0.1105
308,5.1333,synthetic_run_001,fire planning,,False,0.3661,1,planning,1,1,1,1,0,88.1383,15.9237,0.4415,0.8025,0.1649,82.265,15.9281,0.4514,0.7758,0.2009,89.7439,17.7228,0.4199,0.8033,0.1902,75.8167,15.4321,0.4981,0.6588,0.2384,78.1478,15.7693,0.4939,0.6691,0.1314
309,5.15,synthetic_run_001,fire planning,,False,0.3668,1,planning,2,1,4,1,1,87.5291,16.7049,0.4794,0.7933,0.1933,81.7777,16.2731,0.4882,0.5115,0.1601,93.2462,18.8628,0.4131,0.741,0.1949,78.1455,13.8095,0.5519,0.7194,0.2223,78.7847,13.8329,0.5368,0.6466,0.1226
310,5.1667,synthetic_run_001,fire planning,,False,0.3676,1,planning,1,1,1,4,0,89.7202,18.3965,0.4456,0.7463,0.1604,78.312,16.5681,0.5046,0.7011,0.2516,91.1573,17.6644,0.3836,0.7757,0.263,78.6565,15.3323,0.4638,0.6442,0.1763,77.4058,16.7406,0.5375,0.6112,0.1207
311,5.1833,synthetic_run_001,fire planning,,False,0.3685,1,planning,2,1,1,1,0,88.1337,16.9214,0.4076,0.841,0.2683,80.5063,17.3287,0.5374,0.6142,0.1986,88.0516,18.7462,0.4063,0.685,0.2235,80.3714,16.4664,0.524,0.597,0.1321,81.1262,15.7177,0.4941,0.5757,0.1378
312,5.2,synthetic_run_001,fire planning,,False,0.3693,1,planning,1,1,1,1,1,85.9806,17.5141,0.3947,0.7553,0.1558,82.3611,15.5124,0.4998,0.6385,0.1215,90.4534,17.29,0.3947,0.8521,0.2449,80.096,15.9781,0.5536,0.6575,0.1769,79.3098,16.6487,0.5129,0.5659,0.1906
313,5.2167,synthetic_run_001,fire planning,,False,0.3702,1,planning,2,1,3,1,1,85.5593,15.6479,0.4191,0.7394,0.2368,85.0297,16.9386,0.4803,0.6322,0.1705,91.313,17.6059,0.418,0.8353,0.2736,77.8156,15.1619,0.5245,0.6608,0.0689,76.723,15.854,0.5247,0.5662,0.1323
314,5.2333,synthetic_run_001,fire planning,,False,0.3712,1,planning,2,1,3,0,1,86.7405,16.3007,0.3799,0.6335,0.2048,85.3745,15.1075,0.4755,0.7976,0.1901,90.8962,19.063,0.3718,0.7142,0.1608,78.6913,14.9835,0.5605,0.5992,0.1595,79.0009,14.5479,0.5205,0.7424,0.1763
315,5.25,synthetic_run_001,fire planning,,False,0.3721,1,planning,4,1,1,2,1,83.7079,17.8463,0.3691,0.7111,0.1584,81.0444,17.0877,0.4654,0.6894,0.2108,89.8398,18.1182,0.455,0.7468,0.2139,79.0676,15.4949,0.5045,0.6589,0.1276,72.0647,15.0311,0.495,0.682,0.1077
